item_id,source,topic_raw,category,caption,article_lead,caption_len_tokens
674203,guardian,money,business_economy,EON customers will be sent cheques in January 2013 reimbursing the extra charges plus interest at 8,"Energy supplier E.ON is to pay about 1.4m to approximately 94,000 customers who were incorrectly charged exit fees or overcharged following price rises. The charges were applied when customers switched to new suppliers following price rises in 2008 and 2011. Under energy regulations companies are obliged to give 30 days' notice of any price change and are not allowed to apply exit charges or price increases to customers who begin to transfer their accounts within that period. E.ON said its processes meant the rule had not been applied consistently, and that some customers who were moving to new suppliers had been charged the new higher price while their transfer was still going through the system. Customers will be sent cheques in January 2013 reimbursing the extra charges, plus interest at 8%. E.ON said the average rebate would be 14.83, with customers receiving between 5 and 100. The move follows an investigation by energy regulator Ofgem. It said it had been assured by E.ON that all affected consumers had been identified and would be contacted, and that the firm had also agreed to make an additional payment of about 300,000 to a consumer fund run in partnership with Age UK as a goodwill gesture . The total cost of redress will be 1.7m. Sarah Harrison, Ofgem's senior partner in charge of enforcement, said: Ofgem has put in place protections for consumers so they can get a fair warning if their supplier puts up prices and time to shop around for a better deal. E.ON has accepted it failed to meet these protections. Today's announcement that it will compensate customers is a positive step by the company to put right their mistakes and is welcome. David Bird, customer service director at E.ON UK, said: We are very sorry to have let down some of our former customers and have made clear that we will refund the money plus interest. Our systems are being updated to ensure this mistake can never happen again. We've been open in our failure with the energy regulator, Ofgem, and are pleased to have agreed with them how we can put this right and have identified all customers who are due to receive payment from us in January.",17
521828,guardian,money,business_economy,The UBS bubble index warns that London house prices are seriously overvalued and at risk of falling,"House prices in London are the most over-valued of any major city in the world and are in “bubble-risk territory”, a report by economists at UBS has found. Foreign investment, the help-to-buy scheme, “alluring” yields for buy-to-let landlords, and ongoing population growth have all led property prices in the city to decouple from local incomes, and there could be a “substantial price correction” if the conditions for investment deteriorated, the report said. The UBS Global Real Estate Bubble Index looked at 15 cities around the world, including Hong Kong, Sydney, New York, San Francisco and Geneva, examining prices against the economic backdrop in each country. Related: Cost of average London home rises to 500,000 It found London was less affordable for locals who wanted to buy than any city except Hong Kong, and that it was at most risk of prices falling. The city rated 1.88 on UBS’s bubble index, and the report said that between 1985 and 2009, whenever the index exceeded 1.0 “a real price correction of on average 30% began within three years 95% of the time”. It added: “Investors in overvalued markets should not expect real price appreciation in the medium to long run.” Price increases of 40% since the start of 2013 have more than offset losses during the financial crisis and mean that homes in London now cost more than ever before. On Wednesday, the Land Registry said the average price had almost hit the 500,000 mark , with the annual rate of inflation running at 9.6%. Meanwhile, wage growth has been sluggish, and the price increases have made London one of the most expensive cities in the world based on price-to-income and price-to-rent ratios, the UBS report said. “It takes a skilled service-sector worker approximately 14 years of average earnings to be able to buy a 60 sq m dwelling; the expense of buying a flat is comparable to renting it for 30 years,” it said. UBS chart from UBS Global Real Estate Bubble Index In Hong Kong, the same property costs 21 times income to buy, and the average yearly income of a highly skilled worker can buy only around 3 sq m of living space. The report said the Chinese territory was also at risk of a downward cycle, and that housing prices were expected to fall by more than 10% by the end of 2016. Prices had also decoupled from incomes in Paris, Singapore, New York and Tokyo. Unaffordable housing points to high dependence on foreign demand. So the risk of a price correction, should that demand weaken, is elevated, and the long-run appreciation prospects lower,” it said. Of the 15 cities examined in the report, 12 were found to be either overvalued or at risk of a bubble. Only New York and Boston were found to be fair-valued relative to their own history, while Chicago was undervalued. One of the report’s authors, Claudio Saputelli, said: “A mix of optimistic expectations, favourable economic fundamentals and capital inflows from abroad has caused valuations to soar in certain cities in recent years. “Loose monetary",17
867387,guardian,money,business_economy,EON will cut its gas prices for domestic customers from 31 March 2010,"E.ON today became the latest energy company to announce a cut in gas prices for domestic customers. The energy supplier said around 1.9 million residential customers would see prices decrease by 6%, reducing their annual gas bills by an average of 42. It claimed the cuts meant its customers would be 26 a year better off than those who were with British Gas. The price cut, which follows 7% reductions by British Gas and Scottish Southern , will come into effect on 31 March for most customers, although those on E.ON's WarmAssist deal for vulnerable customers will have the reduction back-dated to 1 March. Graham Bartlett, managing director of E.ON's retail business, said: We've been very aware of the effect of both the recession and the exceptionally cold winter on our customers, especially those most in need, so we are pleased to see the opportunity to now reduce prices. Although wholesale gas prices have fallen dramatically in recent months, leading to calls from charities and consumer groups for the energy companies to make bigger cuts, Bartlett said these were only part of the pricing story as our customers are using gas bought over a number of years at much higher prices than today . This is the third time in a year that E.ON has cut energy prices. Last March it reduced gas bills by 3.3%, and in July it cut electricity tariffs by 9%. However, according to price comparison website uSwitch , average bills for E.ON's dual fuel customers still remain 30%, or 272 a year, higher than in January 2008, at 1,232. Ann Robinson, director of consumer policy at uSwitch, said: Now that three of the big six have moved we can also see a clear trend emerging with gas price cuts coming in at around 5% or 40. This will not make up the ground lost two years ago when suppliers increased prices by 42% or 381 and we now expect household energy bills to end up around 270 higher than two years ago, putting even more emphasis on the need for consumers to start managing their energy costs.",13
582559,guardian,business,business_economy,A pedestrian walks by a Wells Fargo home mortgage office in San Francisco California,"One of America’s biggest banks is going to be protested by an unlikely group on Monday: its employees. Workers at Wells Fargo and their supporters are to gather in front of the bank’s corporate office in Minneapolis to protest the bank’s alleged predatory practice – mainly the sales quotas imposed on some of its workers. The quotas, first exposed in a lawsuit filed by a long-term Wells Fargo customer, David Douglas, have led to at least 30 employees opening duplicate accounts, sometimes without customers’ knowledge, in order to inflate their sales numbers. The 30 employees have been fired, according to the Los Angeles Times . The quotas, however, persist. “When I started and was really struggling with meeting my quota, a few of my co-workers approached me and said: ‘Oh, you are lucky. They reduced the sale quotas’,” Khalid Taha, 27, who works as a personal banker in San Diego, California, told the Guardian. Taha started working for Wells Fargo in November 2013. In 2013, the sales quota for personal bankers like him was to make 20 sales per day, he said. That means bankers had to sell 20 products, such as a new account, overdraft insurance or travel insurance. “I am not sure how that’s possible within an eight-hour day of work. Pretty much every customer takes an hour,” said Taha. Then, beginning in 2014, “the sales goal dropped to 15 products a day, which is still unreasonable. You don’t sell more than a product per customer. You can, but it’s not that easy. And most of our customers are current customers. They already have several products.” Taha pointed out that customers who visit the bank often just want to get a statement, check their balance, or change their address. “These are all of the services we are required to do as well. That’s a challenge for us because we open our doors from 9am to 6pm at my branch – and that’s for both my sales and my customer service goals,” he said. The bank insists that customers are not forced to buy products they don’t use or need. “We place a high priority on ethical business practices and a culture of doing what is best for our customers. It is in Wells Fargo’s best interest for customers to purchase only the products they need and benefit from – that’s what keeps them coming back for more for a lifelong relationship,” Richele Messick, the bank’s spokeswoman, told the Guardian in an email. “It is not in Wells Fargo’s best interest for customers to purchase products and services they don’t use or need.” Wells Fargo employees insist that even if the quotas have been reduced, little has changed since 2013. “Nothing has changed,” said Michael Lewis, 46, who works as a financial crime specialist at Wells Fargo in Chandler, Arizona. Lewis has worked for the bank for three years and is one of the people who handle calls disputing charges and fees accrued by the bank’s customers. “Basically, what I do all day is look at people’s bank statements,” he said.",14
765499,guardian,money,business_economy,Out go the old clothes but the cash fails to come in,"Hello and welcome to this week’s Money Talks – a roundup of the week’s biggest stories and some things you may have missed. Money news Television ads for paday loan companies, such as Wonga, could be banned before the 9pm watershed. Black Friday in Britain: where are the best deals? London house prices rise by more than a solicitor’s salary Payday loan ads could be banned before 9pm Smartphones top list of Christmas online scams Fall in mortgage approvals points to cooling market Energy suppliers to refund households after gas overcharging Heartache as savings pots to pay off creditors go missing Feature Mortgage brokers can ease the strain of getting a home loan. Photograph: Alamy Is it better to take out a mortgage via a broker, or go it alone? Consumer champions Out go the old clothes, but the cash fails to come in. Photograph: Alamy We can’t bag the cash from our unwanted clothes A classic case of ‘it’s all in the small print’ Humiliated and upset when trying to return a blender In pictures Lyall Mews, Belgravia Photograph: Strutt Parker Cellars market: homes with room for your wine In the spotlight Lela Lewis and her daughter Angelica face eviction from their London home. Photograph: Richard Saker/Observer As MPs prepare to vote on a bill to outlaw revenge evictions, Tracy McVeigh meets a family being thrown out for complaining about an unsafe shower . Work advice Career cares? Work woes? Out of love with the office? Our expert is on hand to help. Put your questions to Jeremy , and help other readers with their worries. Money deals • Win 100 of John Lewis vouchers with Guardian Money Deals. Enter here before 18 December 2014 for your chance to win . • Save 10 on a Nokia 530 on pay-as-you-go with O2 , now just 49.99 with a 10 top up. It’s an entry level smartphone so could make a great gift as a first mobile.",12
795876,guardian,money,business_economy,Hotpoint is recalling hundreds of thousands of faulty dishwashers,"Hotpoint is recalling hundreds of thousands of dishwashers after an electrical fault caused a number of the appliances to catch fire. The company said there had been 18 incidents involving the faulty dishwashers, which were sold under the Hotpoint and Indesit brands and manufactured predominantly between 2008 and 2010. Customers who have registered their machines will receive a letter from the manufacturers explaining how to check if their dishwasher is one of those being recalled. The company is urging customers to get in contact to arrange a visit by an engineer if the machine carries the model number FDW70, FDW75, FDW80 or FDW85A with a serial number between S/N 50401 and S/N 80531. The new recall is separate from some 283,000 Hotpoint dishwashers previously recalled. The company said: Indesit continually monitors the specification and performance of its products. As part of this ongoing process, we have identified that there is a low risk that a component fitted to a limited number of Hotpoint and Indesit dishwashers manufactured predominantly between January 2008 and July 2010 sold in the UK may cause overheating and in rare cases a potential fire hazard. This fault can be easily and quickly repaired by our qualified engineers who will visit affected customers' premises and fit a newly manufactured component free of charge. Anyone who believes their machine is one of those affected can visit Hotpoint.co.uk or indesit.co.uk and click on the dishwasher safety notice for more information or they can contact the customer service centre on 0344 822 5201. In May, an investigation found thousands of dishwashers remained unaccounted for following a separate safety recall over fire hazard concerns. More than 844,000 dishwashers were sold under two labels – Bosch dishwasher FD 7901 to FD 8504 and Hotpoint dishwasher with serial numbers beginning DWF3 and DC26 – with a fault that could cause fires. The models were manufactured between 1999 and 2005 but may have been bought after this time. Which? magazine launched an investigation after government figures revealed that faulty appliances caused 6,000 household fires in 2010-11. The April 2012 report found there had been a disproportionate number of fires caused by the dishwashers. Bosch has reported 410 incidents in homes caused by the fires, and Hotpoint has reported 38.",9
543389,guardian,business,business_economy,Barclays is cutting 500 jobs in its corporate division,"Barclays has cut 500 jobs across the UK, capping a torrid week for the economy, which has seen more than 4,500 jobs go. The bank's decision to reduce back-office posts in its corporate banking division will cast further doubt on the government's claim that private enterprise can offset the public sector redundancies that will result from the austerity cuts. The move brings the total number of redundancies announced this week to more than 4,550, after rivals Lloyds Banking Group and Royal Bank of Scotland, and collapsed DIY retailer Focus, all announced significant layoffs. David Fleming, national officer of the Unite trade union, said: The news today that Barclays is to cut 500 staff marks this as a disastrous week for the UK's financial services sector. The sector is haemorrhaging jobs. Every day this week massive groups of staff in processing centres, bank branches and call centres across the country have been told their futures are uncertain. What does this do for the chances of economic recovery? Royal Bank of Scotland announced the loss of 690 jobs on Tuesday , with 500 of the redundancies relating to the closure of its debt management and fraud office in Telford. The following day, Lloyds said it would cut another 360 jobs across its insurance, retail and wholesale banking operations and transfer 140 more insurance staff to State Street, a US investment firm with close ties to Lloyds. At Focus, the redundancies were more severe still, after administrators of the chain confirmed on Wednesday that about 3,000 jobs will go after they failed to find a buyer for the loss-making chain. Howard Archer, chief UK and European economist at IHS Global Insight, said: The private sector isn't going to be able to absorb all the public sector job losses. Not only are there going to be a lot more job losses in the public sector, but the private sector is also likely to see an increase in redundancies because consumers are really tightening their belts. Archer was speaking a day after new official figures revealed that household spending fell by 0.6% in the first three months of the year . He forecasts that unemployment, which presently stands at 2.45m, or 7.7%, will peak at 2.67m, or 8.6%, around the middle of next year. Andrew Goodwin, senior economic advisor at the Ernst Young Item Club forecasting group, added: The pace of the austerity cuts really ramps up this year and so we expect the pace of public sector job cuts to pick up as well. But growth is so weak that firms in the private sector won't need to take people on and I'd be surprised if private sector job creation offset public sector losses. Barclays declined to comment on its latest job losses on Thursday, except for issuing a short statement. As part of the ongoing transformation of Barclays Corporate, we are making some changes to our business in order to optimise growth opportunities and control costs. Regrettably this means a slight reduction in our UK workforce, the statement said. Barclays is understood to be working",9
1232041,guardian,business,business_economy,A Serco prison van leaving Wormwood Scrubs jail in west London,"The chair of scandal-hit outsourcing group Serco has fallen on his sword, saying that he takes “ultimate responsibility” for the string of “operational missteps” that have hit the business. But Alastair Lyons, who has led the Serco board since 2010, insisted he had not been sacked. “While colleagues have asked me not to resign, it has been my intention to step down once a new strategy and direction for the business were in place,” he said. His decision to resign comes a week after Serco issued its fourth profit warning in a year, sending the stock price crashing to a 10-year low and wiping 600m off its market value. Serco, which runs trains, GP out-of-hours services, immigration detention centres and prisons, and provides street cleaning, said its 2014 profits would be 20m lower than forecast because of worse-than-expected losses on some problem contracts. The government outsourcing company admitted it had made “strategic missteps”, mainly by diversifying into areas of business where it had little expertise. Serco, which employs 120,000 people in 30 countries, has hardly been out of the public eye since it emerged that it had overcharged the taxpayer for tagging prisoners. The firm has also faced criticism for failure to provide decent accommodation for vulnerable asylum seekers and for running inadequate GP out-of-hours services that led to the premature end of a contract in Cornwall. Lyons is a former banking executive, who chairs motor insurer Admiral and is deputy chairman of homebuilder Bovis. In 2013, his pay from Serco rose 4% to 277,500, a year when the outsourcing company was found to have been overcharging the taxpayer for the electronic tagging of prisoners. Lyons was forced to appear before a committee of MPs, where he said the overcharging of prisoners was “ethically wrong” and “was one of the signs that we needed to have an attitudinal change in our business”. G4S, Serco’s rival for government contracts, was also implicated in the tagging scandal, which led to the two companies repaying nearly 180m . He will stand down from Serco’s board during the first half of the 2015, but there are no guarantees he will be gone at the time of Serco’s next annual general meeting of shareholders in May. The AGM is the one guaranteed opportunity shareholders have each year to vote down the board. Rupert Soames, Serco chief executive, who arrived in May to rescue the firm, said: “I want to put on record the fact that [Alastair Lyon] has done an outstanding job stewarding the company through the travails of the last 12 months.” Soames has embarked on a forensic examination of Serco’s books that has led to 1.5bn in value being written off the company’s books because of loss-making contracts. Lyons said: “The initial findings of the strategy and balance sheet review point to strategic and operational missteps at Serco for which, as chairman of the board since 2010, I take ultimate responsibility. It is also the right thing for Serco to select a new chairman, to take the helm for the future.” The company said it",11
998524,guardian,money,business_economy,Industry rules say telemarketing firms should check their database to make sure people who have asked not to be cold called are left in peace,"A government-regulated service which allows people to block cold callers is being ignored by some telemarketing companies, an undercover investigation has discovered. The BBC programme Panorama found that despite thousands of complaints from the public being lodged with the Information Commissioner each month, no fines have been imposed on offending companies for at least 18 months. Consumers have registered about 17.5m phone numbers with the telephone preference service (TPS), a scheme designed to stop UK-based companies from making unwanted cold calls. Industry rules say telemarketing firms should crosscheck their database to make sure people who have asked not to be cold called are left in peace. But Mike Lordan at the Direct Marketing Association, which runs the TPS, told Panorama that some companies are ignoring the rules. Companies are not abiding by legislation, and we should be seeing enforcement against those companies who are persistently breaching legislation. Richard Lloyd from consumer group Which? also told the programme: Even if you have signed up to the telephone preference service, it won't make a jot of difference to those companies that are buying and selling that information you gave to that website maybe years ago. Panorama says the UK public receive up to 3bn marketing calls a year. One of its undercover reporters secretly filmed staff at Central Claims Group, based in Bury, Greater Manchester, allegedly tearing pages out of the phone book and calling people at random. In a statement to Panorama, Central Claims Group said it takes its legal and regulatory obligations very seriously and does not condone the lapses Panorama filmed. It said they have informed all employees that using the ordinary telephone directory or introducing themselves as anything other than Central Claims Group will be regarded as gross misconduct warranting summary dismissal . A spokesman for the Information Commissioner's office said that until this year, they did not have suitable legal powers to act. Although they now have the power to impose fines of up to 500,000, they say that enforcing the rules is not easy given the vast amounts of money companies which flout the rules stand to make.",25
717892,guardian,business,business_economy,A Davos debate The theme of this year s World Economic Forum is The Great Transformation,"The ghost of Karl Polanyi is stalking Davos. The theme of this year's annual meeting of the World Economic Forum is the Great Transformation , the title of Polanyi's book criticising what he saw as the utopian nature of free market capitalism in the 19th century. Totally free markets would lead to political and social collapse. Four years into a brutal recession that has left 200 million unemployed around the world, and with protest movements occupying public spaces in western cities, there is clearly some soul-searching going on. Wednesday's programme in Davos kicked off with a debate on whether 20th-century capitalism is failing 21st-century society. A report on the risks facing the world in 2012, to be debated on Wednesday, is titled The Seeds of Dystopia. It notes that many of the indicators of economic and societal health are going in the wrong direction. So, the good news in Davos is that the right questions are starting to be asked. Polanyi's insight was that capitalism in its pure, unadulterated form was unsustainable, and that it could only be made to work through deep-seated reforms. Politicians, even right-wing politicians like Bismarck, eventually came to the same conclusion, which was why the century from 1850 to 1950 saw the creation of welfare states, the rise of trade union movements, and a much greater role of governments in the running of economies. The extent of the unease about today's toxic mix of unemployment and inequality was demonstrated in a straw poll of those attending the debate on capitalism showed that 40% thought it was failing 21st century society and 20% thought it wasn't. The bad news is that the appetite for reform is not really there. The debate was somewhat one-sided: Sharan Burrow, general secretary of the International Trade Union Confederation was pitted against Brian Moynihan, chief executive of Bank of America, David Rubinstein, managing director of the private equity firm Carlyle, Ben Verwaayen, chief executive of Alcatel-Lucent and Raghuram Rajan, economics professor at Chicago University. Burrow's view was that corporations have too much power, that capitalism was eating itself through high unemployment, the highest levels of inequality since 1930 and tax avoidance. Capitalism has to provide secure jobs and distribute wealth evenly, and contribute to the common good , she said. The other panellists begged to differ. Verwaayen said corporations had too little power, and that the key to the future was innovation and job creation rather than job security. There was no point in being nostalgic for a world that had disappeared, he added. Rajan said globalisation and technological change was increasing the returns to talent. Moynihan said the banks reflected society, warts and all. Rubinstein, with a nod to Churchill, said capitalism was the worst system going, apart from all the others. Not much sign there, then, that there is a new vision out there drawing on the ideas of Polanyi. Indeed, the panellists seemed more comfortable with one of Polanyi's contemporaries, Joseph Schumpeter , and his notion of creative destruction. Conclusion: those running the global economy know there is a problem",16
1141797,guardian,money,business_economy,Wye and Great Stour valley Kent,"W hat’s going for it? It’s not often the answer to “Why?” is why. Or, in this case, Wye. Why Wye? Why not? This pretty, medieval village-cum-town lounges in the Great Stour valley, a quiet, off-the-beaten-track cleft cut into the quiet, off-the-beaten-track Kentish North Downs, between Canterbury and Ashford (in its heyday – 1345 or so – the track round here was beaten to billyo, Kent having been the M1 of an era before modern ships, trains and planes, and the main line to Europe). Some lesser newspaper once voted Wye the third best place to live in the country; it starred in a TV show called the Perfect Village. It lives up to the hype. But it is not alone. The valley is dotted with beautiful towns and villages that were once medieval service stations, resting spots for travellers, teeming with hubbub, but quiet today. There’s Challock, Chartham and Charing, with its crumbling archbishop’s palace. I’m a Chilham man myself; there’s no more peaceful spot in the nation than this hilltop village’s square, birdsong tooting, surrounded by black-and-white cottages, orchards and oasts. Beats Watford Gap. The case against Slightly out of the way. There is a community pulse, but towns and villages are small and quiet – until the commuters get home. Well connected? Not bad. Trains: there are stations at Wye, Chilham and Chartham; from Wye it’s half-hourly to Canterbury (15 mins) and Ashford (6 mins), and hourly to London Charing Cross (90 mins), Victoria (105 mins) and half-hourly to St Pancras (60 mins). Driving: the M2 and the M20, and Canterbury and Ashford, are at either end of the valley; London is 90 mins, the coast 30 mins. Schools Primaries: Chilham St Mary’s C of E and Charing C of E are “good”, says Ofsted; Challock and Lady Joanna Thornhill’s in Wye are “outstanding”. Secondaries: to Canterbury or Ashford with you; Canterbury’s Simon Langton Grammar for Boys (mixed 6th form) and Barton Court Grammar ; and Ashford’s Highworth Grammar (girls) are all “outstanding”. Hang out at... You won’t want for lovely old pubs. King of the boozers is the Granville , Lower Hardres, sibling of the lauded Sportsman , Seasalter. Where to buy Pick a village. Think medieval cottages and manors, barn conversions and oast houses, and in Wye and Charing, everything from Georgian to 60s. Detacheds, 220,000- 1m. Town houses, 400,000- 700,000. Semis, 180,000- 480,000. Terraces and cottages, 165,000- 300,000. Rentals: one-bed flat, 575- 675pcm; three-bed house, 825- 1,100pcm. Bargain of the week Two-bed, weatherboarded cottage close to the station in Charing, 175,000, with stevenjmooreestateagents.co.uk . From the streets Ann Chaplin “The Dering Arms in Pluckley is the best eatery hereabouts for excellent fish or bunny stew. Or try the Old Mill in Ashford or the Swan Dog in Great Chart.” John Tradnor “There’s a great farmers’ market in Wye, with bread, cakes, jams, organic meats, fresh fish and locally made cheeses. Well worth a look.” • Do you live in Wye and the Great Stour Valley, Kent? Join the debate below Do you live in Witney, Oxfordshire?",6
1074361,guardian,business,business_economy,David Cameron speaks to employees of Kelvin Hughes The Tories have specified just over 1bn of the 12bn of cuts they intend to make in the first two years of the next parliament,"Be afraid. Be very afraid. That was the message from the Institute for Fiscal Studies as it dissected the tax and benefit proposals of what are for now the three main Westminster parties. The IFS said the Conservatives, Labour and the Liberal Democrats were as one in trying to hoodwink voters. Despite what is being said on the campaign trail, there is no magic money tree for the politicians to shake. Promises now will be followed by hard choices later. But that’s modern politics. Being upfront with the voters about the cuts in social security that will be needed to finance tax cuts is not seen as an election-winning strategy. Far better to have a big crackdown on tax avoidance that will raise 4.6bn (Conservatives), 6.7bn (Labour) or 9.7bn (Lib Dems). Related: Election 2015: taxpayers worse off under every party, experts say The IFS was suitably dismissive about these claims, which it said had been plucked from thin air to make the parties sums add up. It said: “All these parties seem to have a desire to raise tax revenue in vaguely defined, opaque and apparently painless ways. In may cases the proposals would lead to unnecessary increases in complexity and inefficiency in the tax system.” The thinktank was even-handed in the way it took both the Conservatives’ and Labour’s plans apart. The two big tax proposals for the Conservatives are to raise by 2020 the personal tax allowance to 12,500 and to lift the 40% income tax threshold to 50,000: both more than the expected rate of inflation over the next five years. Britain’s low-wage economy means that almost half of adults (44%) earn too little to pay income tax. The big beneficiaries of the policy will be comfortably off two-earner couples. Similarly, raising the 40% threshold helps those on higher incomes. The IFS calculates that someone earning 50,000 a year will gain around 8 a week from the change. Related: Do the parties’ sums add up? How the IFS became the ultimate arbiter But David Cameron has been far less specific about how he intends to make significant savings from Britain’s social security budget. So far, the Conservatives have specified just over 1bn of the 12bn of cuts they intend to make in the first two years of the next parliament, through a freezing of working-age benefits, a reduction in the benefit cap from 26,000 to 23,000, and the removal of housing benefit from 18-21-year-olds claiming jobseekeer’s allowance. The IFS shows that these changes, unsurprisingly, hurt the poor most. Given the lack of detail from the Conservatives, the IFS also has a stab at identifying how Cameron could make his welfare savings. The ringfencing of pensioner benefits means that 90bn of the 225bn social security budget is off-limits, and that the Conservatives would have to save one pound in every ten currently spent on unprotected services. If they did so, it would take spending in these areas back to levels last seen in 1990. The money could be saved, according to the IFS, by cuts in means-tested benefits for children",33
902182,guardian,money,business_economy,Income inequality contributes to high mortality rates in black communities,"Being poor has an adverse effect on one’s health and poorer communities have a higher mortality rate. That’s no secret, admits Amani Nuru-Jeter , associate professor at University of California Berkeley. What is less well known is how race plays into it. It appears that living in poverty takes a harsher toll on black Americans than white Americans, according to the conclusions from Nuru-Jeter’s research. Setting out to find out how income inequality affected communities, Nuru-Jeter and her colleagues found that living in poverty leads to higher death rates for black Americans . “When we did the statistical analysis, the databases showed us that for one unit increase in income inequality ... [there] were 400 to 500 fewer deaths among whites and 27 to 37 [more deaths] among African Americans,” Nuru-Jeter told the Guardian. This means that living in poverty can lead to more deaths for blacks communities, but not white ones. Nuru-Jeter and her team spent eight months combining data from the US census bureau, the National Center for Health Statistics and the Lewis C Mumford Center for Comparative Urban and Regional Research for 107 metropolitan areas with a black population of at least 10%. The difference between mortality rates for black and white Americans was much greater than she expected. The team especially did not expect to see fewer deaths in white communities as income inequality went up. That, however, can be attributed to economic segregation, which is more prevalent in black neighborhoods, Nuru-Jeter theorized. She said that poor white Americans are more likely to reap the benefits of living near areas with better resources and higher incomes, while poor black Americans tend to live in relatively isolated inner-city neighborhoods. “When low-income whites can reside in close proximity to higher-income whites then they reap the benefits of living in a higher-income area and everything that goes along with that,” Nuru-Jeter said. In black communities, economic segregation is much higher. Higher-income black people are more likely to move away from low-income black people. Poor black communities often struggle with higher crime rates, fewer grocery stores, a higher proportion of liquor stores and less green space such as parks. “In terms of opportunity to lead the healthy life, the environment doesn’t really support that,” Nuru-Jeter said. About 22% of food stamp recipients are black. Photograph: Leigh Vogel/Corbis In general, black Americans are more likely to struggle financially. In 2013, the poverty rate for black Americans was almost three times that of white Americans – 27.2% compared to 9.6%. That same year, median household income for white Americans was more than $58,000, while for black Americans it was just $34,500 . In November, the unemployment rate for black Americans was 10.6%, more than twice the unemployment rate of white Americans, which was 4.6%. A college education, commonly believed to be a ticket out of poverty, is expensive. In fact, about half of black college students graduate with more than $25,000 in student loans . Yet even a college degree doesn’t guarantee that they will be better off. In fact, a recent Demos analysis",10
617334,guardian,business,business_economy,The British Chambers of Commerce described the impact of the royal wedding which helped to reduce the number of days worked in April as uncertain,"Britain's economy will grow more slowly this year than has been forecast in official estimates, according to the British Chambers of Commerce (BCC), due to a weak first quarter and the impact of bank holidays and the royal wedding. Despite the sluggish performance, the lobby group said that it still backed the government's drastic plans to reduce the deficit, but called for more to be done to help businesses take up the slack caused by cutbacks in the public sector. In its quarterly report out today, the BCC became the latest body to lower its expectations for the economy, forecasting growth of 1.3% in 2011 and 2.2% in 2012. That compares with its previous predictions of 1.4% and 2.3%, and is below forecasts from the UK government's financial watchdog, the Office for Budget Responsibility, which expects growth of 1.7% this year and 2.5% for 2012. David Kern, the BCC's chief economist, said: It is difficult to assess growth in the second quarter because of the volatility of the construction sector and the uncertain impact of the royal wedding. But with the number of days worked in April lower than usual, we expect the net effect will be to slightly reduce GDP growth. Last week the Organisation for Economic Co-operation and Development downgraded its figures for the UK from 1.7% in 2011 to 1.4%. The Paris based think tank's chief economist Pier Carlo Padoan said that the government might have to slow down its deficit-cutting programme if growth did not improve. The BCC, however, continued to back the government. David Frost, its director general, said: Although growth will be slow, the government is right to persevere with its plans to cut the deficit. But this must be balanced with policies that allow business to drive the recovery. The budget was a positive start, but the government has more to do if the private sector is to create new jobs, invest and export, and contribute to a lasting economic recovery in the UK. Without a credible strategy aimed at driving growth, there is a danger the recovery will fizzle out. But Kern said that although future growth would initially be slow, he did not expect a return to recession and saw the recovery gaining momentum from the fourth quarter onwards. The main drivers of growth over the next two years would be exports and, to a lesser degree, business investment, he said. With inflation as measured by the consumer price index expected to rise to 4.5% this year, Kern predicted that the Bank of England would begin raising interest rates in August. But he warned: We believe British businesses will be able to absorb small increases, but the monetary policy committee must act with great caution and must not be too aggressive in its tightening. The BCC also predicted a 150,000 increase in unemployment between now and the middle of next year. Chris Leslie, shadow treasury minister, seized on the BCC forecasts to warn that cutting too far and too fast would harm the economy. Slow growth and more people out of work and",25
